Date UTC,co (µg/m³),no2 (µg/m³),pm10 (µg/m³),pm25 (µg/m³),temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2025-01-30 06:00:00,331.0,31.2,25.05,29.0,22.0,8.8,43.0,0.0,,150.0,15.0,,1016.0,,2.0
2025-01-30 07:00:00,423.5,34.9,23.549999999999997,23.633333333333336,23.0,11.1,47.0,0.0,,170.0,19.0,,1013.0,,2.0
2025-01-30 08:00:00,483.0,40.05,24.049999999999997,22.733333333333334,23.0,12.0,50.0,0.0,,150.0,17.0,,1012.0,,2.0
2025-01-30 09:00:00,547.5,43.55,27.65,25.666666666666668,23.0,12.0,50.0,0.0,,130.0,20.0,,1012.0,,3.0
2025-01-30 10:00:00,532.0,48.05,27.299999999999997,25.96666666666667,21.0,12.9,60.0,0.0,,120.0,15.0,,1012.0,,3.0
2025-01-30 11:00:00,593.0,46.7,30.799999999999997,29.900000000000002,20.0,13.0,64.0,0.0,,120.0,19.0,,1012.0,,3.0
2025-01-30 12:00:00,504.5,46.55,35.900000000000006,37.199999999999996,20.0,13.9,68.0,0.0,,120.0,17.0,,1013.0,,2.0
2025-01-30 13:00:00,446.5,47.1,39.7,36.36666666666667,19.0,15.1,78.0,0.0,,110.0,17.0,,1013.0,,2.0
2025-01-30 14:00:00,373.5,47.75,32.45,31.833333333333332,19.0,15.1,78.0,0.0,,110.0,17.0,,1014.0,,2.0
2025-01-30 15:00:00,292.0,35.800000000000004,27.9,24.099999999999998,19.0,15.1,78.0,0.0,,110.0,17.0,,1014.0,,2.0
2025-01-30 16:00:00,228.5,27.099999999999998,26.75,23.233333333333334,19.0,15.1,78.0,0.0,,130.0,13.0,,1014.0,,2.0
2025-01-30 17:00:00,150.5,25.95,25.4,21.900000000000002,19.0,16.0,83.0,0.0,,120.0,15.0,,1014.0,,2.0
2025-01-30 18:00:00,118.95,25.150000000000002,26.0,19.566666666666666,18.0,16.0,88.0,0.0,,120.0,11.0,,1014.0,,3.0
2025-01-30 19:00:00,109.1,23.5,26.95,22.0,18.0,17.0,94.0,0.0,,120.0,9.0,,1013.0,,5.0
2025-01-30 20:00:00,67.85,20.4,24.0,19.933333333333334,18.0,17.0,94.0,0.0,,120.0,9.0,,1013.0,,5.0
2025-01-30 21:00:00,62.6,18.45,24.9,19.7,18.0,17.0,94.0,0.0,,110.0,7.0,,1013.0,,2.0
2025-01-30 22:00:00,62.2,17.9,27.700000000000003,22.0,18.0,17.0,94.0,0.0,,110.0,9.0,,1013.0,,2.0
2025-01-30 23:00:00,98.25,21.950000000000003,29.6,24.166666666666668,18.0,16.0,88.0,0.0,,120.0,13.0,,1013.0,,3.0
2025-01-31 00:00:00,169.0,27.75,29.799999999999997,21.4,18.0,16.0,88.0,0.0,,120.0,13.0,,1014.0,,3.0
2025-01-31 01:00:00,220.0,29.25,31.5,22.6,19.0,17.0,88.0,0.0,,130.0,13.0,,1015.0,,3.0
2025-01-31 02:00:00,340.5,33.6,38.6,32.300000000000004,19.0,17.0,88.0,0.0,,130.0,11.0,,1016.0,,3.0
2025-01-31 03:00:00,498.0,39.95,40.85,33.0,20.0,17.0,83.0,0.0,,130.0,11.0,,1015.0,,2.0
2025-01-31 04:00:00,524.0,57.6,43.7,44.85,21.0,17.0,78.0,0.0,,130.0,11.0,,1015.0,,2.0
2025-01-31 05:00:00,300.0,34.45,31.45,27.566666666666666,23.0,17.0,69.0,0.0,,150.0,15.0,,1013.0,,2.0
2025-01-31 06:00:00,293.5,32.0,27.95,23.099999999999998,23.0,17.0,69.0,0.0,,160.0,17.0,,1013.0,,2.0
2025-01-31 07:00:00,391.0,37.25,28.0,25.2,24.0,16.0,61.0,0.0,,170.0,20.0,,1010.0,,3.0
2025-01-31 08:00:00,420.5,38.6,29.15,25.266666666666666,25.0,15.9,57.0,0.0,,160.0,19.0,,1009.0,,3.0
2025-01-31 09:00:00,541.5,36.6,25.65,24.166666666666668,24.0,16.0,61.0,0.0,,150.0,19.0,,1009.0,,3.0
2025-01-31 10:00:00,624.0,40.3,19.15,18.533333333333335,23.0,17.0,69.0,0.0,,120.0,20.0,,1009.0,,3.0
2025-01-31 11:00:00,570.0,42.3,18.3,18.099999999999998,22.0,16.9,73.0,0.0,,120.0,17.0,,1010.0,,3.0
2025-01-31 12:00:00,447.5,39.55,16.7,32.300000000000004,21.0,17.0,78.0,0.0,,120.0,17.0,,1011.0,,2.0
2025-01-31 13:00:00,466.5,40.4,18.85,22.599999999999998,21.0,17.0,78.0,0.0,,120.0,15.0,,1011.0,,2.0
2025-01-31 14:00:00,385.0,36.2,19.0,17.366666666666667,20.0,17.0,83.0,0.0,,120.0,13.0,,1011.0,,2.0
2025-01-31 15:00:00,475.5,35.0,29.25,23.7,19.0,17.0,88.0,0.0,,110.0,11.0,,1012.0,,2.0
2025-01-31 16:00:00,432.0,26.8,35.05,28.0,20.0,18.0,88.0,0.0,,110.0,11.0,,1012.0,,2.0
2025-01-31 17:00:00,,,,,19.0,18.0,94.0,0.0,,110.0,11.0,,1012.0,,2.0
2025-01-31 18:00:00,,,,,18.0,17.0,94.0,0.0,,110.0,7.0,,1012.0,,3.0
2025-01-31 19:00:00,,,,,19.0,18.0,94.0,0.0,,90.0,9.0,,1011.0,,3.0
2025-01-31 20:00:00,,,,,19.0,18.0,94.0,0.0,,130.0,6.0,,1011.0,,3.0
2025-01-31 21:00:00,,,,,19.0,18.0,94.0,0.0,,130.0,6.0,,1011.0,,5.0
2025-01-31 22:00:00,,,,,19.0,18.0,94.0,0.2,,140.0,9.0,,1011.0,,5.0
2025-01-31 23:00:00,,,,,19.0,18.0,94.0,0.3,,120.0,7.0,,1012.0,,5.0
2025-02-01 00:00:00,,,,,19.0,18.0,94.0,0.4,,110.0,7.0,,1013.0,,3.0
