timestamp,co (µg/m³),no2 (µg/m³),o3 (µg/m³),pm10 (µg/m³),pm25 (µg/m³),so2 (µg/m³),temp,dwpt,rhum,prcp,wdir,wspd,pres,coco
2025-03-10 17:00:00,0.11991034740381024,0.1490872210953347,0.058144900784494705,0.6351744186046512,0.5933852140077821,0.0,0.44782457361642913,0.7229026191459108,0.5489090236686391,0.08284023668639054,0.672907979100394,0.2287137963251323,0.49071143525526395,0.15779092702169628
2025-03-10 18:00:00,0.07471049682480388,0.06186612576064912,0.41162898015689897,0.6482558139534883,0.6050583657587549,0.3236559139784946,0.44782457361642913,0.7229026191459108,0.5489090236686391,0.08284023668639054,0.672907979100394,0.2287137963251323,0.49071143525526395,0.15779092702169628
2025-03-10 19:00:00,0.0866641763167725,0.07200811359026374,0.06437471158283341,0.5930232558139535,0.5544747081712063,0.00913978494623656,0.44782457361642913,0.7229026191459108,0.5489090236686391,0.08284023668639054,0.672907979100394,0.2287137963251323,0.49071143525526395,0.15779092702169628
2025-03-10 20:00:00,0.07284273440418379,0.045638945233265754,0.22473465620673744,0.5465116279069767,0.5116731517509728,0.22634408602150535,0.44782457361642913,0.7229026191459108,0.5489090236686391,0.08284023668639054,0.672907979100394,0.2287137963251323,0.49071143525526395,0.15779092702169628
2025-03-10 21:00:00,0.08927904370564066,0.09432048681541585,0.1255191508998616,0.5421511627906977,0.5077821011673153,0.001075268817204301,0.44782457361642913,0.7229026191459108,0.5489090236686391,0.08284023668639054,0.672907979100394,0.2287137963251323,0.49071143525526395,0.15779092702169628
2025-03-10 22:00:00,0.11206574523720583,0.15314401622718057,0.23857868020304573,0.42296511627906974,0.39688715953307396,0.37956989247311823,0.44782457361642913,0.7229026191459108,0.5489090236686391,0.08284023668639054,0.672907979100394,0.2287137963251323,0.49071143525526395,0.15779092702169628
2025-03-10 23:00:00,0.2095629435935749,0.2525354969574036,0.07498846331333642,0.4215116279069767,0.3949416342412452,0.011827956989247311,0.44782457361642913,0.7229026191459108,0.5489090236686391,0.08284023668639054,0.672907979100394,0.2287137963251323,0.49071143525526395,0.15779092702169628
2025-03-11 00:00:00,0.3799028763541278,0.37018255578093306,0.252422704199354,0.6177325581395349,0.5778210116731518,0.3075268817204301,0.123529411764706,0.7596899224806201,1.0,0.0,0.24791086350974928,0.3157894736842105,0.7441860465116292,0.33333333333333337
2025-03-11 01:00:00,0.364960776989167,0.49594320486815413,0.1215966774342409,0.7267441860465116,0.6789883268482491,0.005376344086021505,0.18235294117647072,0.7596899224806201,0.90625,0.0,0.24791086350974928,0.3157894736842105,0.8023255813953512,0.33333333333333337
2025-03-11 02:00:00,0.3612252521479268,0.5121703853955376,0.2455006922011998,0.7892441860465117,0.7373540856031129,0.48010752688172037,0.24117647058823544,0.7519379844961239,0.8125,0.0,0.3871866295264624,0.3684210526315789,0.8023255813953512,0.9999999999999999
2025-03-11 03:00:00,0.28203212551363466,0.43509127789046653,0.10313797877249657,0.5901162790697674,0.5544747081712063,0.026344086021505373,0.30000000000000016,0.7596899224806201,0.734375,0.0,0.47075208913649025,0.3684210526315789,0.8023255813953512,0.9999999999999999
2025-03-11 04:00:00,0.364960776989167,0.4279918864097363,0.3770189201661283,0.6991279069767442,0.7062256809338522,0.629032258064516,0.3588235294117649,0.7596899224806201,0.65625,0.0,0.6100278551532033,0.3157894736842105,0.7441860465116292,0.9999999999999999
2025-03-11 05:00:00,0.35001867762420624,0.436105476673428,0.3031841255191509,0.7398255813953488,0.7509727626459144,0.04677419354838709,0.3588235294117649,0.7596899224806201,0.65625,1.0,0.5821727019498608,0.21052631578947367,0.6860465116279073,0.9999999999999999
2025-03-11 06:00:00,0.2652222637280538,0.32555780933062883,0.4208583294877712,0.8575581395348838,0.8715953307392996,0.9247311827956988,0.3588235294117649,0.7596899224806201,0.65625,1.0,0.10863509749303621,0.21052631578947367,0.6279069767441854,0.9999999999999999
2025-03-11 07:00:00,0.32760552857676506,0.49188640973630837,0.3470235348407938,1.0,1.0,0.09354838709677418,0.41764705882352937,0.7674418604651162,0.59375,0.0,0.052924791086350974,0.21052631578947367,0.5116279069767415,0.9999999999999999
2025-03-11 08:00:00,0.3612252521479268,0.5344827586206896,0.39778495616059073,0.7892441860465117,0.7957198443579766,1.0,0.4764705882352941,0.8372093023255812,0.59375,0.0,0.415041782729805,0.3684210526315789,0.4534883720930196,0.9999999999999999
2025-03-11 09:00:00,0.40231602540156897,0.47160243407707914,0.305491462851869,0.5944767441860465,0.5719844357976653,0.13172043010752688,0.4764705882352941,0.8372093023255812,0.59375,0.0,0.33147632311977715,0.894736842105263,0.4534883720930196,0.9999999999999999
2025-03-11 10:00:00,0.45087784833769146,0.5223123732251522,0.46239040147669597,0.5218023255813953,0.4883268482490273,0.9946236559139784,0.41764705882352937,0.8294573643410851,0.65625,0.0,0.33147632311977715,1.0,0.5116279069767415,0.9999999999999999
2025-03-11 11:00:00,0.35001867762420624,0.565922920892495,0.40932164282418093,0.4433139534883721,0.41634241245136194,0.09999999999999999,0.3588235294117649,0.8372093023255812,0.734375,0.0,0.33147632311977715,0.894736842105263,0.5116279069767415,0.9999999999999999
2025-03-11 12:00:00,0.23571161748225627,0.5598377281947261,0.2108906322104292,0.4040697674418605,0.37937743190661477,0.650537634408602,0.3588235294117649,0.8372093023255812,0.734375,0.0,0.3593314763231198,0.7894736842105263,0.5116279069767415,0.0
2025-03-11 13:00:00,0.21031004856182295,0.6206896551724137,0.08837101984310107,0.38372093023255804,0.3599221789883268,0.07634408602150536,0.30000000000000016,0.8294573643410851,0.8125,0.0,0.33147632311977715,0.7894736842105263,0.5697674418604635,0.0
2025-03-11 14:00:00,0.19760926410160629,0.4756592292089249,0.27088140286109835,0.375,0.35408560311284054,0.5806451612903225,0.30000000000000016,0.8294573643410851,0.8125,0.0,0.3593314763231198,0.6842105263157894,0.5697674418604635,0.0
2025-03-11 15:00:00,0.18341426970489355,0.3793103448275862,0.054914628518689446,0.38953488372093026,0.36575875486381326,0.049999999999999996,0.24117647058823544,0.8372093023255812,0.90625,0.0,0.3593314763231198,0.5789473684210527,0.6279069767441854,0.9999999999999999
2025-03-11 16:00:00,0.115054165110198,0.3387423935091277,0.18227964928472545,0.3604651162790698,0.33852140077821014,0.4580645161290322,0.24117647058823544,0.8372093023255812,0.90625,0.0,0.33147632311977715,0.47368421052631576,0.6279069767441854,0.0
2025-03-11 17:00:00,0.0885319387373926,0.2342799188640974,0.01776649746192894,0.35610465116279066,0.33463035019455256,0.0,0.24117647058823544,0.8372093023255812,0.90625,0.0,0.2757660167130919,0.5789473684210527,0.5697674418604635,0.9999999999999999
2025-03-11 18:00:00,0.0481882704519985,0.0821501014198783,0.1970466082141209,0.3808139534883721,0.3579766536964981,0.40430107526881714,0.24117647058823544,0.8372093023255812,0.90625,0.0,0.3036211699164345,0.5789473684210527,0.5116279069767415,0.0
2025-03-11 19:00:00,0.02428091146806126,0.0020283975659229625,0.06829718504845408,0.32558139534883723,0.30739299610894943,0.02150537634408602,0.24117647058823544,0.8372093023255812,0.90625,0.0,0.2757660167130919,0.47368421052631576,0.5116279069767415,0.0
2025-03-11 20:00:00,0.0,0.0,0.3331795108444855,0.1758720930232558,0.16731517509727625,0.3182795698924731,0.24117647058823544,0.8372093023255812,0.90625,0.0,0.2757660167130919,0.47368421052631576,0.4534883720930196,0.0
2025-03-11 21:00:00,0.014568546880836766,0.0182555780933063,0.10544531610521458,0.19040697674418605,0.18093385214007782,0.014516129032258063,0.24117647058823544,0.8372093023255812,0.90625,0.0,0.2757660167130919,0.47368421052631576,0.4534883720930196,0.0
2025-03-11 22:00:00,0.051923795293238706,0.10953346855983778,0.2339640055376096,0.21220930232558138,0.20038910505836574,0.37204301075268814,0.24117647058823544,0.8372093023255812,0.90625,1.0,0.3036211699164345,0.47368421052631576,0.4534883720930196,0.33333333333333337
2025-03-11 23:00:00,0.1864026895778857,0.19574036511156193,0.045454545454545456,0.22819767441860467,0.2159533073929961,0.028494623655913976,0.24117647058823544,0.8372093023255812,0.90625,1.0,0.3036211699164345,0.3684210526315789,0.5116279069767415,0.33333333333333337
2025-03-12 00:00:00,0.5218528203212551,0.24645030425963496,0.19404706968158747,0.23401162790697672,0.2217898832684825,0.4016129032258064,0.24117647058823544,0.9147286821705426,1.0,1.0,0.33147632311977715,0.47368421052631576,0.5697674418604635,0.33333333333333337
2025-03-12 01:00:00,0.5181172954800151,0.3671399594320487,0.012690355329949242,0.2238372093023256,0.21206225680933852,0.044086021505376334,0.30000000000000016,0.9147286821705426,0.90625,0.5,0.3593314763231198,0.47368421052631576,0.6279069767441854,0.33333333333333337
2025-03-12 02:00:00,0.4209936496077699,0.3316430020283976,0.2455006922011998,0.23982558139534882,0.22568093385214008,0.3612903225806451,0.30000000000000016,0.9147286821705426,0.90625,0.5,0.33147632311977715,0.3684210526315789,0.6279069767441854,0.33333333333333337
2025-03-12 03:00:00,0.4658199477026523,0.3387423935091277,0.0016151361329026295,0.251453488372093,0.23735408560311286,0.035483870967741936,0.3588235294117649,0.9922480620155038,0.90625,0.0,0.3593314763231198,0.47368421052631576,0.6279069767441854,0.0
2025-03-12 04:00:00,0.4434067986552111,0.35902636916835695,0.1758191047531149,0.29215116279069764,0.27626459143968873,0.5349462365591396,0.3588235294117649,0.9922480620155038,0.90625,0.5,0.3593314763231198,0.3684210526315789,0.5697674418604635,0.9999999999999999
2025-03-12 05:00:00,0.32760552857676506,0.3184584178498986,0.050299953853253365,0.4200581395348837,0.3949416342412452,0.08010752688172042,0.41764705882352937,0.9999999999999999,0.828125,0.0,0.4428969359331476,0.5789473684210527,0.5116279069767415,0.0
